Year,Ward Code,Ward Name,Ward Zone,Issue Type,Sub Issue,Total Complaints,Complaints Closed,Complaints Open Pending,Closure Rate Pct,Avg Days To Resolve,Citizen Charter Days,Days Exceeded Charter,Escalation Level Reached,Data Source
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Roads,Broken Footpath,125,109,16,87.2,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Drainage,Drainage Choke / Blockage,255,218,37,85.5,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Drainage,Overflow / Flooding,139,119,20,85.6,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Drainage,Leaking Sewer Line,70,59,11,84.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Solid Waste Mgmt,Garbage Not Lifted,330,288,42,87.3,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Solid Waste Mgmt,Illegal Dumping / Debris,154,134,20,87.0,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Solid Waste Mgmt,Waste Burning,66,58,8,87.9,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Water Supply,Shortage of Water,141,122,19,86.5,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Water Supply,Water Contamination,45,39,6,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Water Supply,Leaking Water Pipeline,93,80,13,86.0,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Water Supply,Unauthorised Water Tapping,42,36,6,85.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Air Pollution,Construction Dust / Debris,21,18,3,85.7,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Air Pollution,Industrial Smoke / Emissions,17,15,2,88.2,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Street Lights,Street Light Not Working,123,119,4,96.7,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Trees,Tree Trimming Required,54,49,5,90.7,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Trees,Fallen / Dangerous Tree,23,21,2,91.3,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Buildings,Illegal Construction,46,30,16,65.2,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,C,Marine Lines / Girgaon / Chira Bazar,City,Toilets / Sanitation,Public Toilet Not Functional,55,48,7,87.3,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Roads,Bad Patches / Potholes,489,425,64,86.9,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Roads,Resurfacing of Road,197,171,26,86.8,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Roads,Broken Footpath,102,89,13,87.3,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Drainage,Drainage Choke / Blockage,209,178,31,85.2,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Drainage,Overflow / Flooding,114,97,17,85.1,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Drainage,Leaking Sewer Line,57,49,8,86.0,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Solid Waste Mgmt,Garbage Not Lifted,270,235,35,87.0,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Solid Waste Mgmt,Illegal Dumping / Debris,126,110,16,87.3,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Solid Waste Mgmt,Waste Burning,54,47,7,87.0,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Water Supply,Shortage of Water,115,100,15,87.0,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Water Supply,Water Contamination,37,32,5,86.5,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Water Supply,Leaking Water Pipeline,76,66,10,86.8,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Water Supply,Unauthorised Water Tapping,34,29,5,85.3,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Air Pollution,Construction Dust / Debris,17,15,2,88.2,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Air Pollution,Industrial Smoke / Emissions,14,12,2,85.7,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Street Lights,Street Light Not Working,101,97,4,96.0,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Trees,Tree Trimming Required,44,40,4,90.9,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Trees,Fallen / Dangerous Tree,19,17,2,89.5,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Buildings,Illegal Construction,38,24,14,63.2,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,D,Malabar Hill / Kemp's Corner,City,Toilets / Sanitation,Public Toilet Not Functional,45,40,5,88.9,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Roads,Bad Patches / Potholes,679,591,88,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Roads,Resurfacing of Road,274,238,36,86.9,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Roads,Broken Footpath,142,124,18,87.3,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Drainage,Drainage Choke / Blockage,290,248,42,85.5,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Drainage,Overflow / Flooding,158,135,23,85.4,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Drainage,Leaking Sewer Line,79,68,11,86.1,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Solid Waste Mgmt,Garbage Not Lifted,375,327,48,87.2,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Solid Waste Mgmt,Illegal Dumping / Debris,175,153,22,87.4,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Solid Waste Mgmt,Waste Burning,75,65,10,86.7,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Water Supply,Shortage of Water,160,139,21,86.9,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Water Supply,Water Contamination,51,44,7,86.3,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Water Supply,Leaking Water Pipeline,105,91,14,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Water Supply,Unauthorised Water Tapping,47,41,6,87.2,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Air Pollution,Construction Dust / Debris,24,21,3,87.5,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Air Pollution,Industrial Smoke / Emissions,20,17,3,85.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Street Lights,Street Light Not Working,140,135,5,96.4,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Trees,Tree Trimming Required,61,56,5,91.8,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Trees,Fallen / Dangerous Tree,26,24,2,92.3,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Buildings,Illegal Construction,52,34,18,65.4,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,E,Byculla / Agripada,City,Toilets / Sanitation,Public Toilet Not Functional,62,55,7,88.7,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Roads,Bad Patches / Potholes,679,591,88,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Roads,Resurfacing of Road,274,238,36,86.9,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Roads,Broken Footpath,142,124,18,87.3,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Drainage,Drainage Choke / Blockage,290,248,42,85.5,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Drainage,Overflow / Flooding,158,135,23,85.4,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Drainage,Leaking Sewer Line,79,68,11,86.1,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Solid Waste Mgmt,Garbage Not Lifted,375,327,48,87.2,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Solid Waste Mgmt,Illegal Dumping / Debris,175,153,22,87.4,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Solid Waste Mgmt,Waste Burning,75,65,10,86.7,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Water Supply,Shortage of Water,160,139,21,86.9,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Water Supply,Water Contamination,51,44,7,86.3,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Water Supply,Leaking Water Pipeline,105,91,14,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Water Supply,Unauthorised Water Tapping,47,41,6,87.2,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Air Pollution,Construction Dust / Debris,24,21,3,87.5,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Air Pollution,Industrial Smoke / Emissions,20,17,3,85.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Street Lights,Street Light Not Working,140,135,5,96.4,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Trees,Tree Trimming Required,61,56,5,91.8,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Trees,Fallen / Dangerous Tree,26,24,2,92.3,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Buildings,Illegal Construction,52,34,18,65.4,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/N,Sewri / Wadala North,City,Toilets / Sanitation,Public Toilet Not Functional,62,55,7,88.7,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Roads,Bad Patches / Potholes,815,709,106,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Roads,Resurfacing of Road,328,286,42,87.2,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Roads,Broken Footpath,171,149,22,87.1,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Drainage,Drainage Choke / Blockage,348,297,51,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Drainage,Overflow / Flooding,190,162,28,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Drainage,Leaking Sewer Line,95,81,14,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Solid Waste Mgmt,Garbage Not Lifted,451,392,59,86.9,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Solid Waste Mgmt,Illegal Dumping / Debris,210,183,27,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Solid Waste Mgmt,Waste Burning,90,78,12,86.7,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Water Supply,Shortage of Water,192,166,26,86.5,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Water Supply,Water Contamination,61,53,8,86.9,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Water Supply,Leaking Water Pipeline,126,110,16,87.3,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Water Supply,Unauthorised Water Tapping,57,49,8,86.0,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Air Pollution,Construction Dust / Debris,29,25,4,86.2,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Air Pollution,Industrial Smoke / Emissions,23,20,3,87.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Street Lights,Street Light Not Working,168,162,6,96.4,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Trees,Tree Trimming Required,74,67,7,90.5,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Trees,Fallen / Dangerous Tree,32,29,3,90.6,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Buildings,Illegal Construction,63,40,23,63.5,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,F/S,Parel / Lalbaug / Naigaon,City,Toilets / Sanitation,Public Toilet Not Functional,75,66,9,88.0,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Roads,Bad Patches / Potholes,869,756,113,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Roads,Resurfacing of Road,350,305,45,87.1,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Roads,Broken Footpath,182,158,24,86.8,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Drainage,Drainage Choke / Blockage,371,317,54,85.4,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Drainage,Overflow / Flooding,203,173,30,85.2,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Drainage,Leaking Sewer Line,101,86,15,85.1,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Solid Waste Mgmt,Garbage Not Lifted,481,419,62,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Solid Waste Mgmt,Illegal Dumping / Debris,224,195,29,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Solid Waste Mgmt,Waste Burning,96,84,12,87.5,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Water Supply,Shortage of Water,204,177,27,86.8,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Water Supply,Water Contamination,65,56,9,86.2,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Water Supply,Leaking Water Pipeline,135,117,18,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Water Supply,Unauthorised Water Tapping,60,52,8,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Air Pollution,Construction Dust / Debris,31,27,4,87.1,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Air Pollution,Industrial Smoke / Emissions,25,22,3,88.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Street Lights,Street Light Not Working,179,173,6,96.6,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Trees,Tree Trimming Required,78,72,6,92.3,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Trees,Fallen / Dangerous Tree,34,31,3,91.2,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Buildings,Illegal Construction,67,43,24,64.2,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/N,Dharavi / Sion,City,Toilets / Sanitation,Public Toilet Not Functional,80,70,10,87.5,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Roads,Bad Patches / Potholes,815,709,106,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Roads,Resurfacing of Road,328,286,42,87.2,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Roads,Broken Footpath,171,149,22,87.1,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Drainage,Drainage Choke / Blockage,348,297,51,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Drainage,Overflow / Flooding,190,162,28,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Drainage,Leaking Sewer Line,95,81,14,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Solid Waste Mgmt,Garbage Not Lifted,451,392,59,86.9,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Solid Waste Mgmt,Illegal Dumping / Debris,210,183,27,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Solid Waste Mgmt,Waste Burning,90,78,12,86.7,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Water Supply,Shortage of Water,192,166,26,86.5,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Water Supply,Water Contamination,61,53,8,86.9,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Water Supply,Leaking Water Pipeline,126,110,16,87.3,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Water Supply,Unauthorised Water Tapping,57,49,8,86.0,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Air Pollution,Construction Dust / Debris,29,25,4,86.2,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Air Pollution,Industrial Smoke / Emissions,23,20,3,87.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Street Lights,Street Light Not Working,168,162,6,96.4,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Trees,Tree Trimming Required,74,67,7,90.5,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Trees,Fallen / Dangerous Tree,32,29,3,90.6,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Buildings,Illegal Construction,63,40,23,63.5,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,G/S,Matunga / Mahim,City,Toilets / Sanitation,Public Toilet Not Functional,75,66,9,88.0,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
